transaction_id,branch_id,sale_datetime,received_at,sale_amount,cost_amount,item_count
T90883,BR01,2026-07-21 12:54:15,2026-07-22T06:15:00Z,126.85,106.07,4
T90884,BR01,2026-07-21 10:23:24,2026-07-22T06:15:00Z,37.57,30.84,2
T90885,BR01,2026-07-21 16:13:10,2026-07-22T06:15:00Z,27.04,22.08,1
T90886,BR01,2026-07-21 12:43:29,2026-07-22T06:15:00Z,150.01,120.63,6
T90887,BR01,2026-07-21 16:48:48,2026-07-22T06:15:00Z,23.56,19.48,1
T90888,BR01,2026-07-21 13:52:54,2026-07-22T06:15:00Z,121.4,100.41,3
T90889,BR01,2026-07-21 10:30:11,2026-07-22T06:15:00Z,43.44,36.51,2
T90890,BR01,2026-07-21 10:44:45,2026-07-22T06:15:00Z,218.09,176.69,2
T90891,BR01,2026-07-21 08:05:57,2026-07-22T06:15:00Z,30.37,24.67,1
T90892,BR01,2026-07-21 15:57:25,2026-07-22T06:15:00Z,72.24,59.76,3
T90893,BR01,2026-07-21 16:11:54,2026-07-22T06:15:00Z,43.81,35.72,3
T90894,BR01,2026-07-21 18:00:05,2026-07-22T06:15:00Z,62.55,51.51,3
T90895,BR01,2026-07-21 19:44:19,2026-07-22T06:15:00Z,28.79,23.37,2
T90896,BR01,2026-07-21 08:01:03,2026-07-22T06:15:00Z,78.05,63.6,1
T90897,BR01,2026-07-21 13:43:03,2026-07-22T06:15:00Z,149.55,120.58,1
T90898,BR01,2026-07-21 09:34:59,2026-07-22T06:15:00Z,695.97,570.96,3
T90899,BR01,2026-07-21 14:43:20,2026-07-22T06:15:00Z,47.5,39.05,1
T90900,BR01,2026-07-21 14:16:37,2026-07-22T06:15:00Z,29.87,24.96,3
T90901,BR01,2026-07-21 16:50:48,2026-07-22T06:15:00Z,122.61,101.42,3
T90902,BR01,2026-07-21 11:15:39,2026-07-22T06:15:00Z,39.84,32.12,3
T90903,BR01,2026-07-21 13:35:18,2026-07-22T06:15:00Z,70.09,58.25,2
T90904,BR01,2026-07-21 15:49:44,2026-07-22T06:15:00Z,113.37,93.03,1
T90905,BR01,2026-07-21 16:48:11,2026-07-22T06:15:00Z,58.12,46.81,6
T90906,BR01,2026-07-21 15:19:31,2026-07-22T06:15:00Z,128.87,108.66,6
T90907,BR01,2026-07-21 13:09:19,2026-07-22T06:15:00Z,22.43,18.55,1
T90908,BR01,2026-07-21 13:12:05,2026-07-22T06:15:00Z,217.94,181.83,2
T90909,BR01,2026-07-21 18:12:45,2026-07-22T06:15:00Z,13.67,10.92,2
T90910,BR01,2026-07-21 12:11:46,2026-07-22T06:15:00Z,88.22,73.66,4
T90911,BR01,2026-07-21 10:11:17,2026-07-22T06:15:00Z,56.51,47.61,4
T90912,BR01,2026-07-21 17:00:50,2026-07-22T06:15:00Z,97.47,81.13,6
T90913,BR01,2026-07-21 13:26:48,2026-07-22T06:15:00Z,89.35,74.79,6
T90914,BR01,2026-07-21 10:14:25,2026-07-22T06:15:00Z,55.28,46.39,3
T90915,BR01,2026-07-21 11:24:18,2026-07-22T06:15:00Z,191.81,160.97,1
T90916,BR01,2026-07-21 13:03:24,2026-07-22T06:15:00Z,79.73,66.71,2
T90917,BR01,2026-07-21 09:45:44,2026-07-22T06:15:00Z,179.42,143.7,1
T90918,BR01,2026-07-21 15:24:07,2026-07-22T06:15:00Z,17.92,14.53,4
T90919,BR01,2026-07-21 14:36:27,2026-07-22T06:15:00Z,373.94,311.88,1
T90920,BR01,2026-07-21 17:39:37,2026-07-22T06:15:00Z,11.01,9.15,1
T90921,BR01,2026-07-21 16:06:59,2026-07-22T06:15:00Z,102.82,83.83,3
T90922,BR01,2026-07-21 13:58:26,2026-07-22T06:15:00Z,49.18,40.19,4
T90923,BR01,2026-07-21 09:51:07,2026-07-22T06:15:00Z,46.03,36.71,1
T90924,BR01,2026-07-21 15:47:24,2026-07-22T06:15:00Z,47.1,37.61,3
T90925,BR01,2026-07-21 13:31:58,2026-07-22T06:15:00Z,105.51,85.3,3
T90926,BR01,2026-07-21 17:19:35,2026-07-22T06:15:00Z,112.4,91.37,1
T90927,BR01,2026-07-21 18:00:49,2026-07-22T06:15:00Z,48.81,40.4,2
T90928,BR01,2026-07-21 11:57:57,2026-07-22T06:15:00Z,37.65,31.78,2
T90929,BR01,2026-07-21 18:46:41,2026-07-22T06:15:00Z,69.58,58.17,6
T90930,BR01,2026-07-21 12:03:07,2026-07-22T06:15:00Z,20.8,16.86,3
T90931,BR01,2026-07-21 17:26:31,2026-07-22T06:15:00Z,74.44,59.51,3
T90932,BR01,2026-07-21 09:25:23,2026-07-22T06:15:00Z,77.35,62.75,3
T90933,BR01,2026-07-21 10:45:12,2026-07-22T06:15:00Z,315.78,261.41,3
T90934,BR01,2026-07-21 15:15:12,2026-07-22T06:15:00Z,169.03,140.0,3
T90935,BR01,2026-07-21 17:47:13,2026-07-22T06:15:00Z,438.16,358.14,4
T90936,BR01,2026-07-21 08:10:07,2026-07-22T06:15:00Z,23.21,18.54,4
T90937,BR01,2026-07-21 15:06:44,2026-07-22T06:15:00Z,77.64,63.77,2
T90938,BR01,2026-07-21 08:17:41,2026-07-22T06:15:00Z,161.19,132.5,2
T90939,BR01,2026-07-21 08:36:04,2026-07-22T06:15:00Z,87.83,72.64,6
T90940,BR01,2026-07-21 11:59:54,2026-07-22T06:15:00Z,25.49,20.5,3
T90941,BR01,2026-07-21 15:25:27,2026-07-22T06:15:00Z,162.63,133.63,1
T90942,BR01,2026-07-21 08:01:14,2026-07-22T06:15:00Z,90.35,75.79,2
T90943,BR01,2026-07-21 10:24:12,2026-07-22T06:15:00Z,107.09,87.03,3
T90944,BR01,2026-07-21 09:38:47,2026-07-22T06:15:00Z,35.83,29.67,6
T90945,BR01,2026-07-21 12:41:50,2026-07-22T06:15:00Z,58.61,47.78,1
T90946,BR01,2026-07-21 10:51:54,2026-07-22T06:15:00Z,56.13,47.31,4
T90947,BR01,2026-07-21 13:06:35,2026-07-22T06:15:00Z,218.78,174.54,2
T90948,BR01,2026-07-21 14:59:29,2026-07-22T06:15:00Z,316.92,257.94,1
T90949,BR01,2026-07-21 13:39:35,2026-07-22T06:15:00Z,49.83,40.38,2
T90950,BR01,2026-07-21 16:38:24,2026-07-22T06:15:00Z,44.83,35.72,3
T90951,BR01,2026-07-21 12:55:25,2026-07-22T06:15:00Z,83.48,67.35,4
T90952,BR01,2026-07-21 18:10:50,2026-07-22T06:15:00Z,84.67,69.21,2
T90953,BR01,2026-07-21 11:11:35,2026-07-22T06:15:00Z,50.22,41.9,4
T90954,BR01,2026-07-21 13:50:08,2026-07-22T06:15:00Z,24.62,20.17,1
T90955,BR01,2026-07-21 11:26:07,2026-07-22T06:15:00Z,34.67,28.45,3
T90956,BR01,2026-07-21 10:30:13,2026-07-22T06:15:00Z,41.88,34.42,4
T90957,BR01,2026-07-21 18:31:43,2026-07-22T06:15:00Z,141.74,118.06,1
T90958,BR01,2026-07-21 16:40:58,2026-07-22T06:15:00Z,168.7,135.07,1
T90959,BR01,2026-07-21 15:35:56,2026-07-22T06:15:00Z,90.32,75.62,3
T90960,BR01,2026-07-21 15:47:03,2026-07-22T06:15:00Z,49.19,40.87,6
T90961,BR01,2026-07-21 19:49:05,2026-07-22T06:15:00Z,98.01,78.82,3
T90962,BR01,2026-07-21 19:19:33,2026-07-22T06:15:00Z,25.71,21.32,2
T90963,BR01,2026-07-21 15:39:38,2026-07-22T06:15:00Z,171.23,138.49,1
T90964,BR01,2026-07-21 14:39:01,2026-07-22T06:15:00Z,739.61,623.14,3
T90965,BR01,2026-07-21 19:59:21,2026-07-22T06:15:00Z,87.42,71.98,4
T90966,BR01,2026-07-21 18:31:08,2026-07-22T06:15:00Z,30.28,24.22,1
T90967,BR01,2026-07-21 18:41:57,2026-07-22T06:15:00Z,49.71,39.64,2
T90968,BR01,2026-07-21 16:36:21,2026-07-22T06:15:00Z,156.97,131.67,6
T90969,BR01,2026-07-21 16:41:46,2026-07-22T06:15:00Z,104.98,87.31,1
T90970,BR01,2026-07-21 15:48:56,2026-07-22T06:15:00Z,46.36,38.29,2
T90971,BR01,2026-07-21 18:17:13,2026-07-22T06:15:00Z,61.48,49.58,4
T90972,BR01,2026-07-21 17:10:30,2026-07-22T06:15:00Z,65.79,55.26,4
T90973,BR01,2026-07-21 11:45:09,2026-07-22T06:15:00Z,39.04,31.4,2
T90974,BR01,2026-07-21 15:54:43,2026-07-22T06:15:00Z,98.49,82.87,2
T90975,BR01,2026-07-21 09:21:48,2026-07-22T06:15:00Z,84.01,69.8,2
T90976,BR01,2026-07-21 17:29:52,2026-07-22T06:15:00Z,110.07,92.4,1
T90977,BR01,2026-07-21 14:41:48,2026-07-22T06:15:00Z,316.58,252.43,6
T90978,BR01,2026-07-21 14:26:14,2026-07-22T06:15:00Z,111.92,91.12,3
T90979,BR01,2026-07-21 09:07:11,2026-07-22T06:15:00Z,179.9,146.13,1
T90980,BR01,2026-07-21 08:17:02,2026-07-22T06:15:00Z,145.68,120.11,1
T90981,BR01,2026-07-21 13:32:58,2026-07-22T06:15:00Z,96.13,76.93,3
T90982,BR01,2026-07-21 09:45:37,2026-07-22T06:15:00Z,176.83,144.88,4
T90983,BR01,2026-07-21 09:26:41,2026-07-22T06:15:00Z,33.4,27.11,1
T90984,BR01,2026-07-21 19:57:50,2026-07-22T06:15:00Z,66.82,53.71,6
T90985,BR01,2026-07-21 12:36:20,2026-07-22T06:15:00Z,50.52,42.66,1
T90986,BR01,2026-07-21 17:31:06,2026-07-22T06:15:00Z,32.11,25.62,3
T90987,BR01,2026-07-21 12:38:14,2026-07-22T06:15:00Z,33.13,27.91,1
T90988,BR01,2026-07-21 18:05:50,2026-07-22T06:15:00Z,39.02,31.49,4
T90989,BR01,2026-07-21 14:32:46,2026-07-22T06:15:00Z,47.43,37.78,2
T90990,BR01,2026-07-21 08:43:58,2026-07-22T06:15:00Z,139.33,113.11,1
T90991,BR01,2026-07-21 08:38:11,2026-07-22T06:15:00Z,7.73,6.29,3
T90992,BR01,2026-07-21 18:40:12,2026-07-22T06:15:00Z,28.83,22.96,3
T90993,BR01,2026-07-21 11:49:44,2026-07-22T06:15:00Z,28.37,23.63,4
T90994,BR01,2026-07-21 14:45:36,2026-07-22T06:15:00Z,31.62,26.37,1
T90995,BR01,2026-07-21 12:55:37,2026-07-22T06:15:00Z,25.39,21.09,3
T90996,BR01,2026-07-21 10:02:02,2026-07-22T06:15:00Z,39.47,32.48,4
T90997,BR01,2026-07-21 10:43:34,2026-07-22T06:15:00Z,82.9,68.97,1
T90998,BR01,2026-07-21 14:49:59,2026-07-22T06:15:00Z,131.6,108.47,6
T90999,BR01,2026-07-21 19:11:21,2026-07-22T06:15:00Z,14.5,11.98,4
T91000,BR01,2026-07-21 15:46:32,2026-07-22T06:15:00Z,41.81,34.8,1
T91001,BR01,2026-07-21 15:03:00,2026-07-22T06:15:00Z,33.93,27.39,1
T91002,BR01,2026-07-21 17:50:43,2026-07-22T06:15:00Z,15.59,12.76,4
T91003,BR01,2026-07-21 13:39:47,2026-07-22T06:15:00Z,69.66,57.76,4
T91004,BR01,2026-07-21 12:06:41,2026-07-22T06:15:00Z,104.8,87.33,1
T91005,BR01,2026-07-21 14:42:33,2026-07-22T06:15:00Z,61.7,50.46,2
T91006,BR01,2026-07-21 13:41:45,2026-07-22T06:15:00Z,25.97,21.1,1
T91007,BR01,2026-07-21 18:09:23,2026-07-22T06:15:00Z,60.77,48.43,3
T91008,BR01,2026-07-21 08:31:11,2026-07-22T06:15:00Z,56.87,46.09,4
T91009,BR01,2026-07-21 17:21:00,2026-07-22T06:15:00Z,25.58,20.89,6
T91010,BR01,2026-07-21 11:39:36,2026-07-22T06:15:00Z,33.1,27.92,1
T91011,BR01,2026-07-21 17:41:01,2026-07-22T06:15:00Z,97.65,80.08,1
T91012,BR01,2026-07-21 14:43:46,2026-07-22T06:15:00Z,63.91,51.95,2
T91013,BR01,2026-07-21 17:54:32,2026-07-22T06:15:00Z,19.19,15.59,2
T91014,BR01,2026-07-21 13:58:21,2026-07-22T06:15:00Z,157.48,132.59,6
T91015,BR01,2026-07-21 08:18:19,2026-07-22T06:15:00Z,73.6,60.53,3
T91016,BR01,2026-07-21 14:14:26,2026-07-22T06:15:00Z,28.48,22.72,2
T91017,BR01,2026-07-21 15:24:49,2026-07-22T06:15:00Z,148.81,120.56,4
T91018,BR01,2026-07-21 13:16:23,2026-07-22T06:15:00Z,872.7,714.11,3
T91019,BR01,2026-07-21 12:59:49,2026-07-22T06:15:00Z,31.28,25.73,2
T91020,BR01,2026-07-21 09:45:28,2026-07-22T06:15:00Z,172.77,145.41,1
T91021,BR01,2026-07-21 10:01:18,2026-07-22T06:15:00Z,68.54,55.05,6
T91022,BR01,2026-07-21 08:59:07,2026-07-22T06:15:00Z,4.92,4.06,4
T91023,BR01,2026-07-21 12:52:42,2026-07-22T06:15:00Z,114.17,91.57,1
T91024,BR01,2026-07-21 11:32:51,2026-07-22T06:15:00Z,256.59,215.09,1
T91025,BR01,2026-07-21 19:45:52,2026-07-22T06:15:00Z,291.67,235.16,6
T91026,BR01,2026-07-21 10:14:30,2026-07-22T06:15:00Z,147.63,124.34,3
T91027,BR01,2026-07-21 14:45:59,2026-07-22T06:15:00Z,24.2,19.9,2
T91028,BR01,2026-07-21 14:06:37,2026-07-22T06:15:00Z,59.09,47.63,3
T91029,BR01,2026-07-21 09:44:27,2026-07-22T06:15:00Z,94.56,78.94,1
T91030,BR01,2026-07-21 14:00:45,2026-07-22T06:15:00Z,50.85,42.31,3
T91031,BR01,2026-07-21 08:33:48,2026-07-22T06:15:00Z,35.98,28.65,4
T91032,BR01,2026-07-21 15:13:27,2026-07-22T06:15:00Z,58.0,47.75,6
T91033,BR01,2026-07-21 08:36:58,2026-07-22T06:15:00Z,101.54,82.25,2
T91034,BR01,2026-07-21 17:08:43,2026-07-22T06:15:00Z,323.15,265.0,1
T91035,BR01,2026-07-21 09:22:46,2026-07-22T06:15:00Z,54.57,45.84,3
T91036,BR01,2026-07-21 18:22:00,2026-07-22T06:15:00Z,22.45,18.42,3
T91037,BR01,2026-07-21 10:13:53,2026-07-22T06:15:00Z,58.1,48.07,4
T91038,BR01,2026-07-21 09:42:35,2026-07-22T06:15:00Z,30.46,24.87,1
T91039,BR01,2026-07-21 11:09:11,2026-07-22T06:15:00Z,63.29,52.24,4
T91040,BR01,2026-07-21 19:28:57,2026-07-22T06:15:00Z,36.66,30.03,3
T91041,BR01,2026-07-21 08:35:14,2026-07-22T06:15:00Z,18.85,15.68,2
T91042,BR01,2026-07-21 17:52:45,2026-07-22T06:15:00Z,27.44,21.83,2
T91043,BR01,2026-07-21 08:56:24,2026-07-22T06:15:00Z,48.63,40.03,3
T91044,BR01,2026-07-21 16:04:15,2026-07-22T06:15:00Z,29.61,24.33,3
T91045,BR01,2026-07-21 13:43:48,2026-07-22T06:15:00Z,55.3,46.48,2
T91046,BR01,2026-07-21 16:53:41,2026-07-22T06:15:00Z,41.14,34.37,1
T91047,BR01,2026-07-21 18:55:22,2026-07-22T06:15:00Z,153.36,127.66,2
T91048,BR01,2026-07-21 16:48:54,2026-07-22T06:15:00Z,29.6,24.91,2
T91049,BR01,2026-07-21 13:56:36,2026-07-22T06:15:00Z,63.67,51.35,2
T91050,BR01,2026-07-21 19:05:38,2026-07-22T06:15:00Z,73.36,61.73,1
T91051,BR01,2026-07-21 13:41:55,2026-07-22T06:15:00Z,74.52,60.12,1
T91052,BR01,2026-07-21 15:55:53,2026-07-22T06:15:00Z,30.18,24.81,2
T91053,BR01,2026-07-21 18:15:02,2026-07-22T06:15:00Z,40.32,33.03,3
T91054,BR01,2026-07-21 16:07:40,2026-07-22T06:15:00Z,154.22,126.72,1
T91055,BR01,2026-07-21 18:56:13,2026-07-22T06:15:00Z,102.68,82.55,1
T91056,BR01,2026-07-21 10:22:00,2026-07-22T06:15:00Z,19.01,15.28,3
T91057,BR01,2026-07-21 12:03:14,2026-07-22T06:15:00Z,76.94,64.31,1
T91058,BR01,2026-07-21 16:35:28,2026-07-22T06:15:00Z,144.22,117.47,2
T91059,BR01,2026-07-21 14:56:59,2026-07-22T06:15:00Z,55.16,44.51,2
T91060,BR01,2026-07-21 08:18:10,2026-07-22T06:15:00Z,160.44,130.41,3
T91061,BR01,2026-07-21 11:07:43,2026-07-22T06:15:00Z,81.24,67.75,2
T91062,BR01,2026-07-21 14:30:13,2026-07-22T06:15:00Z,41.76,33.6,1
T91063,BR01,2026-07-21 14:12:22,2026-07-22T06:15:00Z,14.89,12.33,4
T91064,BR01,2026-07-21 12:17:02,2026-07-22T06:15:00Z,38.77,32.35,1
T91065,BR01,2026-07-21 10:33:06,2026-07-22T06:15:00Z,75.08,62.02,1
T91066,BR01,2026-07-21 08:16:48,2026-07-22T06:15:00Z,13.54,11.07,1
T91067,BR01,2026-07-21 09:25:04,2026-07-22T06:15:00Z,153.86,124.91,4
T91068,BR01,2026-07-21 08:41:29,2026-07-22T06:15:00Z,152.0,123.89,3
T91069,BR01,2026-07-21 12:53:03,2026-07-22T06:15:00Z,146.12,119.66,2
T91070,BR01,2026-07-21 19:46:07,2026-07-22T06:15:00Z,72.78,60.86,2
T91071,BR01,2026-07-21 10:02:03,2026-07-22T06:15:00Z,69.36,58.23,1
T91072,BR01,2026-07-21 17:43:05,2026-07-22T06:15:00Z,49.74,39.59,3
T91073,BR01,2026-07-21 18:23:49,2026-07-22T06:15:00Z,141.95,118.79,2
T91074,BR01,2026-07-21 11:26:35,2026-07-22T06:15:00Z,101.87,81.15,6
T91075,BR01,2026-07-21 15:44:24,2026-07-22T06:15:00Z,133.7,107.94,4
T91076,BR01,2026-07-21 14:54:43,2026-07-22T06:15:00Z,44.39,37.04,1
T91077,BR01,2026-07-21 16:40:40,2026-07-22T06:15:00Z,48.16,39.03,4
T91078,BR01,2026-07-21 10:06:53,2026-07-22T06:15:00Z,23.75,19.11,2
T91079,BR01,2026-07-21 17:24:26,2026-07-22T06:15:00Z,177.16,146.14,6
T91080,BR01,2026-07-21 15:25:09,2026-07-22T06:15:00Z,188.88,153.25,1
T91081,BR01,2026-07-21 17:02:46,2026-07-22T06:15:00Z,10.31,8.67,1
T91082,BR01,2026-07-21 12:31:37,2026-07-22T06:15:00Z,94.66,77.1,1
T91083,BR01,2026-07-21 13:30:33,2026-07-22T06:15:00Z,96.39,77.27,1
T91084,BR01,2026-07-21 12:30:09,2026-07-22T06:15:00Z,24.22,20.45,1
T91085,BR01,2026-07-21 13:49:52,2026-07-22T06:15:00Z,21.21,17.22,1
T91086,BR01,2026-07-21 09:18:16,2026-07-22T06:15:00Z,25.57,21.12,3
T91087,BR01,2026-07-21 14:40:24,2026-07-22T06:15:00Z,173.04,144.71,2
T91088,BR01,2026-07-21 17:19:18,2026-07-22T06:15:00Z,56.58,47.37,3
T91089,BR01,2026-07-21 14:40:12,2026-07-22T06:15:00Z,10.85,9.11,4
T91090,BR01,2026-07-21 16:14:34,2026-07-22T06:15:00Z,61.9,50.41,6
T91091,BR01,2026-07-21 10:21:04,2026-07-22T06:15:00Z,26.12,21.09,6
T91092,BR01,2026-07-21 08:03:57,2026-07-22T06:15:00Z,97.81,79.02,4
T91093,BR01,2026-07-21 13:52:14,2026-07-22T06:15:00Z,21.84,17.61,1
T91094,BR01,2026-07-21 16:08:40,2026-07-22T06:15:00Z,136.61,109.55,4
T91095,BR01,2026-07-21 15:46:38,2026-07-22T06:15:00Z,53.0,42.8,1
T91096,BR01,2026-07-21 18:46:24,2026-07-22T06:15:00Z,28.24,22.51,1
T91097,BR01,2026-07-21 14:00:55,2026-07-22T06:15:00Z,86.32,69.41,1
T91098,BR01,2026-07-21 11:56:31,2026-07-22T06:15:00Z,74.09,59.96,4
T91099,BR01,2026-07-21 08:49:44,2026-07-22T06:15:00Z,27.76,22.43,2
T91100,BR01,2026-07-21 14:01:23,2026-07-22T06:15:00Z,111.21,92.86,1
T91101,BR01,2026-07-21 13:01:01,2026-07-22T06:15:00Z,73.98,61.1,2
T91102,BR01,2026-07-21 17:47:36,2026-07-22T06:15:00Z,63.21,52.09,1
T91103,BR01,2026-07-21 14:07:41,2026-07-22T06:15:00Z,77.3,62.94,1
T91104,BR01,2026-07-21 11:32:17,2026-07-22T06:15:00Z,55.28,46.5,4
T91105,BR01,2026-07-21 11:07:06,2026-07-22T06:15:00Z,77.12,63.5,1
T91106,BR01,2026-07-21 18:03:29,2026-07-22T06:15:00Z,92.01,74.25,4
T91107,BR01,2026-07-21 08:10:59,2026-07-22T06:15:00Z,114.94,94.79,2
T91108,BR01,2026-07-21 18:16:38,2026-07-22T06:15:00Z,38.15,30.75,3
T91109,BR01,2026-07-21 13:46:29,2026-07-22T06:15:00Z,50.97,42.04,2
T91110,BR01,2026-07-21 18:27:35,2026-07-22T06:15:00Z,28.92,23.66,6
T91111,BR01,2026-07-21 17:50:07,2026-07-22T06:15:00Z,54.4,44.68,3
T91112,BR01,2026-07-21 16:10:50,2026-07-22T06:15:00Z,28.17,23.38,2
T91113,BR01,2026-07-21 10:28:08,2026-07-22T06:15:00Z,109.12,92.01,2
T91114,BR01,2026-07-21 12:33:02,2026-07-22T06:15:00Z,35.79,29.92,1
T91115,BR01,2026-07-21 18:07:37,2026-07-22T06:15:00Z,29.38,24.16,6
T91116,BR01,2026-07-21 16:58:13,2026-07-22T06:15:00Z,32.31,26.78,1
T91117,BR01,2026-07-21 14:45:11,2026-07-22T06:15:00Z,37.2,31.15,1
T91118,BR01,2026-07-21 14:47:59,2026-07-22T06:15:00Z,17.02,14.33,3
T91119,BR01,2026-07-21 14:06:16,2026-07-22T06:15:00Z,36.73,29.81,3
T91120,BR01,2026-07-21 10:10:58,2026-07-22T06:15:00Z,106.86,86.84,2
T91121,BR01,2026-07-21 18:37:39,2026-07-22T06:15:00Z,156.58,126.71,1
T91122,BR01,2026-07-21 10:53:30,2026-07-22T06:15:00Z,16.36,13.22,2
T91123,BR01,2026-07-21 11:40:24,2026-07-22T06:15:00Z,104.5,84.07,2
T91124,BR01,2026-07-21 12:52:14,2026-07-22T06:15:00Z,36.23,30.18,4
T91125,BR01,2026-07-21 10:26:13,2026-07-22T06:15:00Z,66.31,54.85,2
T91126,BR01,2026-07-21 11:12:46,2026-07-22T06:15:00Z,20.71,17.41,1
T91127,BR01,2026-07-21 19:28:11,2026-07-22T06:15:00Z,33.89,27.93,2
T91128,BR01,2026-07-21 12:47:26,2026-07-22T06:15:00Z,40.26,33.47,6
T91129,BR01,2026-07-21 19:30:58,2026-07-22T06:15:00Z,117.14,97.4,3
T91130,BR01,2026-07-21 16:34:31,2026-07-22T06:15:00Z,60.0,49.29,1
T91131,BR01,2026-07-21 17:58:00,2026-07-22T06:15:00Z,575.12,478.83,3
T91132,BR01,2026-07-21 18:11:21,2026-07-22T06:15:00Z,34.14,27.54,4
T91133,BR01,2026-07-21 18:09:33,2026-07-22T06:15:00Z,31.33,25.25,1
T91134,BR01,2026-07-21 13:42:04,2026-07-22T06:15:00Z,84.75,70.18,2
T91135,BR01,2026-07-21 16:07:34,2026-07-22T06:15:00Z,116.66,94.25,2
T91136,BR01,2026-07-21 12:37:27,2026-07-22T06:15:00Z,17.31,14.56,2
T91137,BR01,2026-07-21 10:53:01,2026-07-22T06:15:00Z,64.9,53.57,2
T91138,BR01,2026-07-21 15:39:12,2026-07-22T06:15:00Z,254.03,212.18,2
T91139,BR01,2026-07-21 11:44:15,2026-07-22T06:15:00Z,24.67,20.3,1
T91140,BR01,2026-07-21 13:53:32,2026-07-22T06:15:00Z,646.5,525.41,4
T91141,BR01,2026-07-21 15:57:29,2026-07-22T06:15:00Z,180.59,149.85,1
T91142,BR01,2026-07-21 08:00:50,2026-07-22T06:15:00Z,57.59,45.99,2
T91143,BR01,2026-07-21 16:02:18,2026-07-22T06:15:00Z,30.71,25.41,2
T91144,BR01,2026-07-21 14:15:49,2026-07-22T06:15:00Z,144.46,115.98,6
T91145,BR01,2026-07-21 17:20:01,2026-07-22T06:15:00Z,31.8,25.52,3
T91146,BR01,2026-07-21 17:04:20,2026-07-22T06:15:00Z,46.37,37.88,1
T91147,BR01,2026-07-21 08:08:23,2026-07-22T06:15:00Z,83.03,68.14,6
T91148,BR01,2026-07-21 12:57:11,2026-07-22T06:15:00Z,180.62,149.68,6
T91149,BR01,2026-07-21 12:47:07,2026-07-22T06:15:00Z,6.39,5.34,3
T91150,BR01,2026-07-21 19:28:22,2026-07-22T06:15:00Z,65.04,54.75,2
T91151,BR01,2026-07-21 18:36:27,2026-07-22T06:15:00Z,58.78,47.66,4
T91152,BR01,2026-07-21 12:47:58,2026-07-22T06:15:00Z,52.52,43.02,3
T91153,BR01,2026-07-21 16:59:39,2026-07-22T06:15:00Z,93.51,74.86,1
T91154,BR01,2026-07-21 13:57:54,2026-07-22T06:15:00Z,72.74,60.8,3
T91155,BR01,2026-07-21 10:31:03,2026-07-22T06:15:00Z,100.37,81.54,6
T91156,BR01,2026-07-21 15:49:13,2026-07-22T06:15:00Z,100.87,84.37,4
T91157,BR01,2026-07-21 08:43:58,2026-07-22T06:15:00Z,142.13,118.47,3
