transaction_id,branch_id,sale_datetime,received_at,sale_amount,cost_amount,item_count
T90114,BR01,2026-07-20 08:58:49,2026-07-21T06:15:00Z,7.08,5.9,6
T90115,BR01,2026-07-20 08:55:37,2026-07-21T06:15:00Z,127.61,105.64,3
T90116,BR01,2026-07-20 12:08:44,2026-07-21T06:15:00Z,2.46,2.05,1
T90117,BR01,2026-07-20 17:24:03,2026-07-21T06:15:00Z,47.24,37.83,3
T90118,BR01,2026-07-20 18:00:32,2026-07-21T06:15:00Z,122.71,101.53,2
T90119,BR01,2026-07-20 12:02:38,2026-07-21T06:15:00Z,37.16,31.35,1
T90120,BR01,2026-07-20 13:03:22,2026-07-21T06:15:00Z,52.92,43.43,2
T90121,BR01,2026-07-20 09:48:51,2026-07-21T06:15:00Z,30.54,24.48,2
T90122,BR01,2026-07-20 14:52:21,2026-07-21T06:15:00Z,153.13,122.77,1
T90123,BR01,2026-07-20 17:00:00,2026-07-21T06:15:00Z,26.93,22.73,1
T90124,BR01,2026-07-20 12:27:10,2026-07-21T06:15:00Z,64.45,51.58,2
T90125,BR01,2026-07-20 17:57:40,2026-07-21T06:15:00Z,186.93,150.58,2
T90126,BR01,2026-07-20 10:10:17,2026-07-21T06:15:00Z,22.52,18.45,1
T90127,BR01,2026-07-20 15:35:38,2026-07-21T06:15:00Z,22.13,17.92,2
T90128,BR01,2026-07-20 13:25:34,2026-07-21T06:15:00Z,95.52,80.67,2
T90129,BR01,2026-07-20 12:19:06,2026-07-21T06:15:00Z,6.8,5.48,1
T90130,BR01,2026-07-20 14:20:26,2026-07-21T06:15:00Z,67.34,54.71,1
T90131,BR01,2026-07-20 09:48:15,2026-07-21T06:15:00Z,30.7,25.65,3
T90132,BR01,2026-07-20 13:48:40,2026-07-21T06:15:00Z,53.98,43.86,3
T90133,BR01,2026-07-20 11:37:42,2026-07-21T06:15:00Z,58.7,46.72,2
T90134,BR01,2026-07-20 17:07:22,2026-07-21T06:15:00Z,86.08,71.3,2
T90135,BR01,2026-07-20 09:00:53,2026-07-21T06:15:00Z,544.84,439.65,6
T90136,BR01,2026-07-20 16:12:11,2026-07-21T06:15:00Z,97.54,81.64,1
T90137,BR01,2026-07-20 19:44:45,2026-07-21T06:15:00Z,67.48,56.37,3
T90138,BR01,2026-07-20 18:10:59,2026-07-21T06:15:00Z,123.04,101.51,1
T90139,BR01,2026-07-20 09:39:43,2026-07-21T06:15:00Z,75.03,61.78,6
T90140,BR01,2026-07-20 14:40:20,2026-07-21T06:15:00Z,19.91,16.39,3
T90141,BR01,2026-07-20 16:50:02,2026-07-21T06:15:00Z,8.19,6.54,1
T90142,BR01,2026-07-20 17:51:11,2026-07-21T06:15:00Z,18.55,15.3,1
T90143,BR01,2026-07-20 11:04:54,2026-07-21T06:15:00Z,334.43,268.2,1
T90144,BR01,2026-07-20 17:44:56,2026-07-21T06:15:00Z,238.66,191.75,1
T90145,BR01,2026-07-20 12:59:32,2026-07-21T06:15:00Z,56.23,45.95,2
T90146,BR01,2026-07-20 19:37:13,2026-07-21T06:15:00Z,159.65,127.73,1
T90147,BR01,2026-07-20 16:27:18,2026-07-21T06:15:00Z,153.46,124.87,4
T90148,BR01,2026-07-20 08:46:15,2026-07-21T06:15:00Z,134.0,112.94,3
T90149,BR01,2026-07-20 12:51:45,2026-07-21T06:15:00Z,72.91,59.91,2
T90150,BR01,2026-07-20 11:39:08,2026-07-21T06:15:00Z,16.3,13.73,1
T90151,BR01,2026-07-20 11:38:25,2026-07-21T06:15:00Z,39.95,33.41,6
T90152,BR01,2026-07-20 09:55:36,2026-07-21T06:15:00Z,124.93,103.02,4
T90153,BR01,2026-07-20 12:06:44,2026-07-21T06:15:00Z,40.36,33.47,2
T90154,BR01,2026-07-20 17:53:21,2026-07-21T06:15:00Z,75.22,61.51,1
T90155,BR01,2026-07-20 17:20:46,2026-07-21T06:15:00Z,10.56,8.54,4
T90156,BR01,2026-07-20 11:53:07,2026-07-21T06:15:00Z,35.26,28.96,2
T90157,BR01,2026-07-20 11:45:32,2026-07-21T06:15:00Z,34.41,27.88,3
T90158,BR01,2026-07-20 10:43:25,2026-07-21T06:15:00Z,21.9,17.57,1
T90159,BR01,2026-07-20 15:06:44,2026-07-21T06:15:00Z,39.69,32.27,2
T90160,BR01,2026-07-20 18:45:58,2026-07-21T06:15:00Z,51.43,41.93,1
T90161,BR01,2026-07-20 17:58:54,2026-07-21T06:15:00Z,55.73,46.22,3
T90162,BR01,2026-07-20 10:18:57,2026-07-21T06:15:00Z,280.0,230.57,1
T90163,BR01,2026-07-20 19:22:17,2026-07-21T06:15:00Z,69.33,55.39,3
T90164,BR01,2026-07-20 19:00:42,2026-07-21T06:15:00Z,55.88,46.25,1
T90165,BR01,2026-07-20 19:03:06,2026-07-21T06:15:00Z,166.77,135.63,2
T90166,BR01,2026-07-20 08:35:29,2026-07-21T06:15:00Z,340.15,272.24,3
T90167,BR01,2026-07-20 14:39:57,2026-07-21T06:15:00Z,79.28,65.73,2
T90168,BR01,2026-07-20 18:24:48,2026-07-21T06:15:00Z,43.3,35.06,2
T90169,BR01,2026-07-20 14:46:05,2026-07-21T06:15:00Z,40.82,32.48,2
T90170,BR01,2026-07-20 10:31:31,2026-07-21T06:15:00Z,19.12,15.3,1
T90171,BR01,2026-07-20 08:26:07,2026-07-21T06:15:00Z,90.5,75.44,6
T90172,BR01,2026-07-20 10:53:52,2026-07-21T06:15:00Z,208.6,168.61,3
T90173,BR01,2026-07-20 15:28:42,2026-07-21T06:15:00Z,48.3,40.61,4
T90174,BR01,2026-07-20 15:39:35,2026-07-21T06:15:00Z,22.17,18.42,1
T90175,BR01,2026-07-20 16:45:20,2026-07-21T06:15:00Z,312.23,262.42,6
T90176,BR01,2026-07-20 08:55:55,2026-07-21T06:15:00Z,120.84,96.85,6
T90177,BR01,2026-07-20 13:17:18,2026-07-21T06:15:00Z,75.69,60.21,6
T90178,BR01,2026-07-20 12:37:11,2026-07-21T06:15:00Z,114.43,91.5,1
T90179,BR01,2026-07-20 18:08:53,2026-07-21T06:15:00Z,229.78,187.57,3
T90180,BR01,2026-07-20 10:57:52,2026-07-21T06:15:00Z,58.47,48.89,2
T90181,BR01,2026-07-20 17:10:44,2026-07-21T06:15:00Z,31.1,25.34,2
T90182,BR01,2026-07-20 10:07:23,2026-07-21T06:15:00Z,62.94,50.62,1
T90183,BR01,2026-07-20 09:33:10,2026-07-21T06:15:00Z,36.72,29.47,6
T90184,BR01,2026-07-20 12:13:40,2026-07-21T06:15:00Z,127.12,101.86,1
T90185,BR01,2026-07-20 12:36:59,2026-07-21T06:15:00Z,20.51,16.65,2
T90186,BR01,2026-07-20 08:57:33,2026-07-21T06:15:00Z,65.63,53.77,4
T90187,BR01,2026-07-20 10:33:36,2026-07-21T06:15:00Z,50.62,42.32,1
T90188,BR01,2026-07-20 17:45:36,2026-07-21T06:15:00Z,68.68,55.53,1
T90189,BR01,2026-07-20 16:15:26,2026-07-21T06:15:00Z,104.98,88.31,2
T90190,BR01,2026-07-20 17:50:47,2026-07-21T06:15:00Z,30.51,25.03,2
T90191,BR01,2026-07-20 16:25:26,2026-07-21T06:15:00Z,77.86,62.08,3
T90192,BR01,2026-07-20 13:31:13,2026-07-21T06:15:00Z,232.89,186.88,1
T90193,BR01,2026-07-20 08:19:01,2026-07-21T06:15:00Z,86.23,70.29,2
T90194,BR01,2026-07-20 13:23:48,2026-07-21T06:15:00Z,107.44,86.37,3
T90195,BR01,2026-07-20 15:47:34,2026-07-21T06:15:00Z,20.45,16.34,2
T90196,BR01,2026-07-20 14:46:59,2026-07-21T06:15:00Z,41.77,35.18,6
T90197,BR01,2026-07-20 09:55:53,2026-07-21T06:15:00Z,79.86,66.58,1
T90198,BR01,2026-07-20 08:22:06,2026-07-21T06:15:00Z,16.47,13.19,2
T90199,BR01,2026-07-20 19:07:31,2026-07-21T06:15:00Z,9.9,8.01,2
T90200,BR01,2026-07-20 12:23:28,2026-07-21T06:15:00Z,14.1,11.41,6
T90201,BR01,2026-07-20 12:02:08,2026-07-21T06:15:00Z,48.55,39.49,1
T90202,BR01,2026-07-20 19:49:01,2026-07-21T06:15:00Z,61.7,50.72,1
T90203,BR01,2026-07-20 15:44:19,2026-07-21T06:15:00Z,15.11,12.59,2
T90204,BR01,2026-07-20 10:17:54,2026-07-21T06:15:00Z,13.88,11.38,1
T90205,BR01,2026-07-20 14:02:11,2026-07-21T06:15:00Z,75.28,59.99,2
T90206,BR01,2026-07-20 12:27:06,2026-07-21T06:15:00Z,116.15,97.48,1
T90207,BR01,2026-07-20 09:48:34,2026-07-21T06:15:00Z,151.27,124.55,1
T90208,BR01,2026-07-20 10:48:37,2026-07-21T06:15:00Z,146.03,118.55,1
T90209,BR01,2026-07-20 11:23:56,2026-07-21T06:15:00Z,218.19,177.53,4
T90210,BR01,2026-07-20 14:02:54,2026-07-21T06:15:00Z,21.78,17.6,1
T90211,BR01,2026-07-20 14:08:21,2026-07-21T06:15:00Z,8.88,7.19,1
T90212,BR01,2026-07-20 19:31:47,2026-07-21T06:15:00Z,33.57,26.73,2
T90213,BR01,2026-07-20 19:37:41,2026-07-21T06:15:00Z,74.13,62.29,1
T90214,BR01,2026-07-20 08:06:26,2026-07-21T06:15:00Z,93.43,75.73,2
T90215,BR01,2026-07-20 09:10:40,2026-07-21T06:15:00Z,51.85,42.42,2
T90216,BR01,2026-07-20 09:13:06,2026-07-21T06:15:00Z,31.72,25.33,1
T90217,BR01,2026-07-20 19:41:31,2026-07-21T06:15:00Z,54.45,45.24,4
T90218,BR01,2026-07-20 08:24:54,2026-07-21T06:15:00Z,94.93,76.96,4
T90219,BR01,2026-07-20 08:39:24,2026-07-21T06:15:00Z,20.11,16.71,1
T90220,BR01,2026-07-20 09:06:16,2026-07-21T06:15:00Z,190.5,152.87,2
T90221,BR01,2026-07-20 15:47:55,2026-07-21T06:15:00Z,35.64,28.65,3
T90222,BR01,2026-07-20 11:54:37,2026-07-21T06:15:00Z,75.49,60.23,6
T90223,BR01,2026-07-20 17:45:45,2026-07-21T06:15:00Z,27.82,23.1,3
T90224,BR01,2026-07-20 10:51:50,2026-07-21T06:15:00Z,61.9,49.53,3
T90225,BR01,2026-07-20 17:54:42,2026-07-21T06:15:00Z,91.38,75.38,3
T90226,BR01,2026-07-20 15:34:33,2026-07-21T06:15:00Z,42.22,35.48,6
T90227,BR01,2026-07-20 13:28:02,2026-07-21T06:15:00Z,183.61,152.5,4
T90228,BR01,2026-07-20 15:56:11,2026-07-21T06:15:00Z,374.42,311.07,2
T90229,BR01,2026-07-20 16:28:47,2026-07-21T06:15:00Z,163.96,136.99,1
T90230,BR01,2026-07-20 08:07:00,2026-07-21T06:15:00Z,63.86,53.37,6
T90231,BR01,2026-07-20 17:06:26,2026-07-21T06:15:00Z,104.76,87.65,2
T90232,BR01,2026-07-20 18:20:00,2026-07-21T06:15:00Z,210.41,174.15,4
T90233,BR01,2026-07-20 19:12:01,2026-07-21T06:15:00Z,88.3,72.98,1
T90234,BR01,2026-07-20 08:20:29,2026-07-21T06:15:00Z,44.68,36.73,4
T90235,BR01,2026-07-20 16:12:44,2026-07-21T06:15:00Z,286.02,234.72,6
T90236,BR01,2026-07-20 12:54:58,2026-07-21T06:15:00Z,29.17,24.1,1
T90237,BR01,2026-07-20 13:30:27,2026-07-21T06:15:00Z,65.69,52.42,2
T90238,BR01,2026-07-20 16:48:35,2026-07-21T06:15:00Z,60.36,48.49,4
T90239,BR01,2026-07-20 17:14:17,2026-07-21T06:15:00Z,118.97,98.94,4
T90240,BR01,2026-07-20 12:25:01,2026-07-21T06:15:00Z,67.76,54.03,3
T90241,BR01,2026-07-20 15:12:13,2026-07-21T06:15:00Z,233.51,195.46,2
T90242,BR01,2026-07-20 19:35:23,2026-07-21T06:15:00Z,25.88,21.82,3
T90243,BR01,2026-07-20 16:12:06,2026-07-21T06:15:00Z,118.12,98.02,3
T90244,BR01,2026-07-20 17:46:35,2026-07-21T06:15:00Z,66.91,54.53,2
T90245,BR01,2026-07-20 16:37:01,2026-07-21T06:15:00Z,27.62,22.34,2
T90246,BR01,2026-07-20 15:29:57,2026-07-21T06:15:00Z,139.17,113.31,1
T90247,BR01,2026-07-20 16:08:16,2026-07-21T06:15:00Z,73.3,58.66,2
T90248,BR01,2026-07-20 18:57:21,2026-07-21T06:15:00Z,21.6,17.62,1
T90249,BR01,2026-07-20 10:37:07,2026-07-21T06:15:00Z,7.82,6.35,3
T90250,BR01,2026-07-20 09:36:40,2026-07-21T06:15:00Z,25.84,21.23,3
T90251,BR01,2026-07-20 08:27:12,2026-07-21T06:15:00Z,273.17,218.57,6
T90252,BR01,2026-07-20 12:00:35,2026-07-21T06:15:00Z,65.63,52.3,4
T90253,BR01,2026-07-20 18:06:16,2026-07-21T06:15:00Z,59.91,47.95,2
T90254,BR01,2026-07-20 08:27:18,2026-07-21T06:15:00Z,128.37,106.53,2
T90255,BR01,2026-07-20 11:23:40,2026-07-21T06:15:00Z,29.93,24.1,1
T90256,BR01,2026-07-20 08:23:35,2026-07-21T06:15:00Z,103.74,87.24,1
T90257,BR01,2026-07-20 14:48:28,2026-07-21T06:15:00Z,34.78,28.74,1
T90258,BR01,2026-07-20 13:00:24,2026-07-21T06:15:00Z,58.64,48.22,3
T90259,BR01,2026-07-20 19:35:30,2026-07-21T06:15:00Z,29.31,24.14,1
T90260,BR01,2026-07-20 10:53:11,2026-07-21T06:15:00Z,102.52,83.09,2
T90261,BR01,2026-07-20 16:57:58,2026-07-21T06:15:00Z,149.97,126.43,1
T90262,BR01,2026-07-20 11:13:09,2026-07-21T06:15:00Z,60.55,50.19,4
T90263,BR01,2026-07-20 17:31:10,2026-07-21T06:15:00Z,11.95,9.62,2
T90264,BR01,2026-07-20 08:18:15,2026-07-21T06:15:00Z,10.33,8.7,2
T90265,BR01,2026-07-20 15:23:15,2026-07-21T06:15:00Z,29.04,23.22,6
T90266,BR01,2026-07-20 18:59:01,2026-07-21T06:15:00Z,28.81,23.61,2
T90267,BR01,2026-07-20 13:42:57,2026-07-21T06:15:00Z,57.89,46.05,2
T90268,BR01,2026-07-20 09:55:06,2026-07-21T06:15:00Z,116.56,97.79,2
T90269,BR01,2026-07-20 10:15:44,2026-07-21T06:15:00Z,9.16,7.55,2
T90270,BR01,2026-07-20 10:22:47,2026-07-21T06:15:00Z,124.44,99.04,2
T90271,BR01,2026-07-20 17:02:16,2026-07-21T06:15:00Z,34.71,29.1,4
T90272,BR01,2026-07-20 14:35:36,2026-07-21T06:15:00Z,86.11,68.5,6
T90273,BR01,2026-07-20 19:41:49,2026-07-21T06:15:00Z,75.89,63.98,2
T90274,BR01,2026-07-20 14:49:25,2026-07-21T06:15:00Z,69.21,58.22,2
T90275,BR01,2026-07-20 12:54:20,2026-07-21T06:15:00Z,7.26,5.88,6
T90276,BR01,2026-07-20 17:30:17,2026-07-21T06:15:00Z,83.34,68.13,1
T90277,BR01,2026-07-20 19:23:25,2026-07-21T06:15:00Z,98.71,80.99,1
T90278,BR01,2026-07-20 18:17:04,2026-07-21T06:15:00Z,67.01,55.3,1
T90279,BR01,2026-07-20 12:03:23,2026-07-21T06:15:00Z,68.8,55.1,1
T90280,BR01,2026-07-20 19:24:43,2026-07-21T06:15:00Z,47.14,39.05,3
T90281,BR01,2026-07-20 16:20:11,2026-07-21T06:15:00Z,16.01,13.44,1
T90282,BR01,2026-07-20 15:48:14,2026-07-21T06:15:00Z,115.5,92.39,3
T90283,BR01,2026-07-20 19:42:24,2026-07-21T06:15:00Z,36.06,29.68,1
T90284,BR01,2026-07-20 17:02:32,2026-07-21T06:15:00Z,65.56,53.68,1
T90285,BR01,2026-07-20 17:21:08,2026-07-21T06:15:00Z,66.51,55.82,6
T90286,BR01,2026-07-20 13:28:43,2026-07-21T06:15:00Z,21.75,17.69,4
T90287,BR01,2026-07-20 09:59:17,2026-07-21T06:15:00Z,115.15,96.19,1
T90288,BR01,2026-07-20 12:47:20,2026-07-21T06:15:00Z,31.72,25.5,2
T90289,BR01,2026-07-20 19:35:30,2026-07-21T06:15:00Z,7.37,5.9,1
T90290,BR01,2026-07-20 16:46:35,2026-07-21T06:15:00Z,70.78,57.2,2
T90291,BR01,2026-07-20 13:53:17,2026-07-21T06:15:00Z,30.15,24.32,2
T90292,BR01,2026-07-20 13:20:26,2026-07-21T06:15:00Z,18.63,15.47,3
T90293,BR01,2026-07-20 12:04:02,2026-07-21T06:15:00Z,23.86,19.23,1
T90294,BR01,2026-07-20 18:34:52,2026-07-21T06:15:00Z,18.04,15.11,2
T90295,BR01,2026-07-20 13:37:05,2026-07-21T06:15:00Z,30.99,24.81,2
T90296,BR01,2026-07-20 14:38:55,2026-07-21T06:15:00Z,431.0,360.34,2
T90297,BR01,2026-07-20 08:33:15,2026-07-21T06:15:00Z,70.44,59.42,1
T90298,BR01,2026-07-20 19:44:48,2026-07-21T06:15:00Z,50.74,41.13,3
T90299,BR01,2026-07-20 12:49:47,2026-07-21T06:15:00Z,23.89,20.17,4
T90300,BR01,2026-07-20 10:43:19,2026-07-21T06:15:00Z,47.21,37.56,1
T90301,BR01,2026-07-20 12:45:15,2026-07-21T06:15:00Z,75.98,63.19,1
T90302,BR01,2026-07-20 18:15:02,2026-07-21T06:15:00Z,337.07,278.99,1
